variable,type,var,f_1,f_2,f_3,f_4,metric,export_1,export_2
new_loy_kc_fsloy_units,1,Kohl's Full Store Loyalist,New Customer,Loyalist,Kohl's Charge,Kohl's Full Store Loyalist,m_3,v327,Kohl's Full Store Loyalist_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_iseth_units,1,Kohl's In-Store Enthusiast,New Customer,Loyalist,Kohl's Charge,Kohl's In-Store Enthusiast,m_3,v328,Kohl's In-Store Enthusiast_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_kids_units,1,Kohl's Kids,New Customer,Loyalist,Kohl's Charge,Kohl's Kids,m_3,v329,Kohl's Kids_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_mens_units,1,Kohl's Mens,New Customer,Loyalist,Kohl's Charge,Kohl's Mens,m_3,v330,Kohl's Mens_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_oleth_units,1,Kohl's Online Enthusiast,New Customer,Loyalist,Kohl's Charge,Kohl's Online Enthusiast,m_3,v331,Kohl's Online Enthusiast_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_missex_units,1,Misses Exclusive,New Customer,Loyalist,Kohl's Charge,Misses Exclusive,m_3,v332,Misses Exclusive_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_ocbb_units,1,Occasional Big Basket,New Customer,Loyalist,Kohl's Charge,Occasional Big Basket,m_3,v333,Occasional Big Basket_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_odis_units,1,One and Done In-Store,New Customer,Loyalist,Kohl's Charge,One and Done In-Store,m_3,v334,One and Done In-Store_New Customer_Loyalist_Kohl's Charge_units
new_loy_kc_odol_units,1,One and Done Online,New Customer,Loyalist,Kohl's Charge,One and Done Online,m_3,v335,One and Done Online_New Customer_Loyalist_Kohl's Charge_units
ex_nloy_nkc_other_trans,1,Sales - Other,Existing Customer,Non Loyalist,Non Kohl's Charge,Sales - Other,m_4,v336,Sales - Other_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_dcp_trans,1,Discount Cherry Picker,Existing Customer,Non Loyalist,Non Kohl's Charge,Discount Cherry Picker,m_4,v337,Discount Cherry Picker_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_fsloy_trans,1,Kohl's Full Store Loyalist,Existing Customer,Non Loyalist,Non Kohl's Charge,Kohl's Full Store Loyalist,m_4,v338,Kohl's Full Store Loyalist_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_iseth_trans,1,Kohl's In-Store Enthusiast,Existing Customer,Non Loyalist,Non Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v339,Kohl's In-Store Enthusiast_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_kids_trans,1,Kohl's Kids,Existing Customer,Non Loyalist,Non Kohl's Charge,Kohl's Kids,m_4,v340,Kohl's Kids_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_mens_trans,1,Kohl's Mens,Existing Customer,Non Loyalist,Non Kohl's Charge,Kohl's Mens,m_4,v341,Kohl's Mens_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_oleth_trans,1,Kohl's Online Enthusiast,Existing Customer,Non Loyalist,Non Kohl's Charge,Kohl's Online Enthusiast,m_4,v342,Kohl's Online Enthusiast_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_missex_trans,1,Misses Exclusive,Existing Customer,Non Loyalist,Non Kohl's Charge,Misses Exclusive,m_4,v343,Misses Exclusive_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_ocbb_trans,1,Occasional Big Basket,Existing Customer,Non Loyalist,Non Kohl's Charge,Occasional Big Basket,m_4,v344,Occasional Big Basket_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_odis_trans,1,One and Done In-Store,Existing Customer,Non Loyalist,Non Kohl's Charge,One and Done In-Store,m_4,v345,One and Done In-Store_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_nkc_odol_trans,1,One and Done Online,Existing Customer,Non Loyalist,Non Kohl's Charge,One and Done Online,m_4,v346,One and Done Online_Existing Customer_Non Loyalist_Non Kohl's Charge_trans
ex_nloy_kc_other_trans,1,Sales - Other,Existing Customer,Non Loyalist,Kohl's Charge,Sales - Other,m_4,v347,Sales - Other_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_dcp_trans,1,Discount Cherry Picker,Existing Customer,Non Loyalist,Kohl's Charge,Discount Cherry Picker,m_4,v348,Discount Cherry Picker_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_fsloy_trans,1,Kohl's Full Store Loyalist,Existing Customer,Non Loyalist,Kohl's Charge,Kohl's Full Store Loyalist,m_4,v349,Kohl's Full Store Loyalist_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_iseth_trans,1,Kohl's In-Store Enthusiast,Existing Customer,Non Loyalist,Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v350,Kohl's In-Store Enthusiast_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_kids_trans,1,Kohl's Kids,Existing Customer,Non Loyalist,Kohl's Charge,Kohl's Kids,m_4,v351,Kohl's Kids_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_mens_trans,1,Kohl's Mens,Existing Customer,Non Loyalist,Kohl's Charge,Kohl's Mens,m_4,v352,Kohl's Mens_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_oleth_trans,1,Kohl's Online Enthusiast,Existing Customer,Non Loyalist,Kohl's Charge,Kohl's Online Enthusiast,m_4,v353,Kohl's Online Enthusiast_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_missex_trans,1,Misses Exclusive,Existing Customer,Non Loyalist,Kohl's Charge,Misses Exclusive,m_4,v354,Misses Exclusive_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_ocbb_trans,1,Occasional Big Basket,Existing Customer,Non Loyalist,Kohl's Charge,Occasional Big Basket,m_4,v355,Occasional Big Basket_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_odis_trans,1,One and Done In-Store,Existing Customer,Non Loyalist,Kohl's Charge,One and Done In-Store,m_4,v356,One and Done In-Store_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_nloy_kc_odol_trans,1,One and Done Online,Existing Customer,Non Loyalist,Kohl's Charge,One and Done Online,m_4,v357,One and Done Online_Existing Customer_Non Loyalist_Kohl's Charge_trans
ex_loy_nkc_other_trans,1,Sales - Other,Existing Customer,Loyalist,Non Kohl's Charge,Sales - Other,m_4,v358,Sales - Other_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_dcp_trans,1,Discount Cherry Picker,Existing Customer,Loyalist,Non Kohl's Charge,Discount Cherry Picker,m_4,v359,Discount Cherry Picker_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_fsloy_trans,1,Kohl's Full Store Loyalist,Existing Customer,Loyalist,Non Kohl's Charge,Kohl's Full Store Loyalist,m_4,v360,Kohl's Full Store Loyalist_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_iseth_trans,1,Kohl's In-Store Enthusiast,Existing Customer,Loyalist,Non Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v361,Kohl's In-Store Enthusiast_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_kids_trans,1,Kohl's Kids,Existing Customer,Loyalist,Non Kohl's Charge,Kohl's Kids,m_4,v362,Kohl's Kids_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_mens_trans,1,Kohl's Mens,Existing Customer,Loyalist,Non Kohl's Charge,Kohl's Mens,m_4,v363,Kohl's Mens_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_oleth_trans,1,Kohl's Online Enthusiast,Existing Customer,Loyalist,Non Kohl's Charge,Kohl's Online Enthusiast,m_4,v364,Kohl's Online Enthusiast_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_missex_trans,1,Misses Exclusive,Existing Customer,Loyalist,Non Kohl's Charge,Misses Exclusive,m_4,v365,Misses Exclusive_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_ocbb_trans,1,Occasional Big Basket,Existing Customer,Loyalist,Non Kohl's Charge,Occasional Big Basket,m_4,v366,Occasional Big Basket_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_odis_trans,1,One and Done In-Store,Existing Customer,Loyalist,Non Kohl's Charge,One and Done In-Store,m_4,v367,One and Done In-Store_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_nkc_odol_trans,1,One and Done Online,Existing Customer,Loyalist,Non Kohl's Charge,One and Done Online,m_4,v368,One and Done Online_Existing Customer_Loyalist_Non Kohl's Charge_trans
ex_loy_kc_other_trans,1,Sales - Other,Existing Customer,Loyalist,Kohl's Charge,Sales - Other,m_4,v369,Sales - Other_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_dcp_trans,1,Discount Cherry Picker,Existing Customer,Loyalist,Kohl's Charge,Discount Cherry Picker,m_4,v370,Discount Cherry Picker_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_fsloy_trans,1,Kohl's Full Store Loyalist,Existing Customer,Loyalist,Kohl's Charge,Kohl's Full Store Loyalist,m_4,v371,Kohl's Full Store Loyalist_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_iseth_trans,1,Kohl's In-Store Enthusiast,Existing Customer,Loyalist,Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v372,Kohl's In-Store Enthusiast_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_kids_trans,1,Kohl's Kids,Existing Customer,Loyalist,Kohl's Charge,Kohl's Kids,m_4,v373,Kohl's Kids_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_mens_trans,1,Kohl's Mens,Existing Customer,Loyalist,Kohl's Charge,Kohl's Mens,m_4,v374,Kohl's Mens_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_oleth_trans,1,Kohl's Online Enthusiast,Existing Customer,Loyalist,Kohl's Charge,Kohl's Online Enthusiast,m_4,v375,Kohl's Online Enthusiast_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_missex_trans,1,Misses Exclusive,Existing Customer,Loyalist,Kohl's Charge,Misses Exclusive,m_4,v376,Misses Exclusive_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_ocbb_trans,1,Occasional Big Basket,Existing Customer,Loyalist,Kohl's Charge,Occasional Big Basket,m_4,v377,Occasional Big Basket_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_odis_trans,1,One and Done In-Store,Existing Customer,Loyalist,Kohl's Charge,One and Done In-Store,m_4,v378,One and Done In-Store_Existing Customer_Loyalist_Kohl's Charge_trans
ex_loy_kc_odol_trans,1,One and Done Online,Existing Customer,Loyalist,Kohl's Charge,One and Done Online,m_4,v379,One and Done Online_Existing Customer_Loyalist_Kohl's Charge_trans
new_nloy_nkc_other_trans,1,Sales - Other,New Customer,Non Loyalist,Non Kohl's Charge,Sales - Other,m_4,v380,Sales - Other_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_dcp_trans,1,Discount Cherry Picker,New Customer,Non Loyalist,Non Kohl's Charge,Discount Cherry Picker,m_4,v381,Discount Cherry Picker_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_fsloy_trans,1,Kohl's Full Store Loyalist,New Customer,Non Loyalist,Non Kohl's Charge,Kohl's Full Store Loyalist,m_4,v382,Kohl's Full Store Loyalist_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_iseth_trans,1,Kohl's In-Store Enthusiast,New Customer,Non Loyalist,Non Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v383,Kohl's In-Store Enthusiast_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_kids_trans,1,Kohl's Kids,New Customer,Non Loyalist,Non Kohl's Charge,Kohl's Kids,m_4,v384,Kohl's Kids_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_mens_trans,1,Kohl's Mens,New Customer,Non Loyalist,Non Kohl's Charge,Kohl's Mens,m_4,v385,Kohl's Mens_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_oleth_trans,1,Kohl's Online Enthusiast,New Customer,Non Loyalist,Non Kohl's Charge,Kohl's Online Enthusiast,m_4,v386,Kohl's Online Enthusiast_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_missex_trans,1,Misses Exclusive,New Customer,Non Loyalist,Non Kohl's Charge,Misses Exclusive,m_4,v387,Misses Exclusive_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_ocbb_trans,1,Occasional Big Basket,New Customer,Non Loyalist,Non Kohl's Charge,Occasional Big Basket,m_4,v388,Occasional Big Basket_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_odis_trans,1,One and Done In-Store,New Customer,Non Loyalist,Non Kohl's Charge,One and Done In-Store,m_4,v389,One and Done In-Store_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_nkc_odol_trans,1,One and Done Online,New Customer,Non Loyalist,Non Kohl's Charge,One and Done Online,m_4,v390,One and Done Online_New Customer_Non Loyalist_Non Kohl's Charge_trans
new_nloy_kc_other_trans,1,Sales - Other,New Customer,Non Loyalist,Kohl's Charge,Sales - Other,m_4,v391,Sales - Other_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_dcp_trans,1,Discount Cherry Picker,New Customer,Non Loyalist,Kohl's Charge,Discount Cherry Picker,m_4,v392,Discount Cherry Picker_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_fsloy_trans,1,Kohl's Full Store Loyalist,New Customer,Non Loyalist,Kohl's Charge,Kohl's Full Store Loyalist,m_4,v393,Kohl's Full Store Loyalist_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_iseth_trans,1,Kohl's In-Store Enthusiast,New Customer,Non Loyalist,Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v394,Kohl's In-Store Enthusiast_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_kids_trans,1,Kohl's Kids,New Customer,Non Loyalist,Kohl's Charge,Kohl's Kids,m_4,v395,Kohl's Kids_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_mens_trans,1,Kohl's Mens,New Customer,Non Loyalist,Kohl's Charge,Kohl's Mens,m_4,v396,Kohl's Mens_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_oleth_trans,1,Kohl's Online Enthusiast,New Customer,Non Loyalist,Kohl's Charge,Kohl's Online Enthusiast,m_4,v397,Kohl's Online Enthusiast_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_missex_trans,1,Misses Exclusive,New Customer,Non Loyalist,Kohl's Charge,Misses Exclusive,m_4,v398,Misses Exclusive_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_ocbb_trans,1,Occasional Big Basket,New Customer,Non Loyalist,Kohl's Charge,Occasional Big Basket,m_4,v399,Occasional Big Basket_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_odis_trans,1,One and Done In-Store,New Customer,Non Loyalist,Kohl's Charge,One and Done In-Store,m_4,v400,One and Done In-Store_New Customer_Non Loyalist_Kohl's Charge_trans
new_nloy_kc_odol_trans,1,One and Done Online,New Customer,Non Loyalist,Kohl's Charge,One and Done Online,m_4,v401,One and Done Online_New Customer_Non Loyalist_Kohl's Charge_trans
new_loy_nkc_other_trans,1,Sales - Other,New Customer,Loyalist,Non Kohl's Charge,Sales - Other,m_4,v402,Sales - Other_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_dcp_trans,1,Discount Cherry Picker,New Customer,Loyalist,Non Kohl's Charge,Discount Cherry Picker,m_4,v403,Discount Cherry Picker_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_fsloy_trans,1,Kohl's Full Store Loyalist,New Customer,Loyalist,Non Kohl's Charge,Kohl's Full Store Loyalist,m_4,v404,Kohl's Full Store Loyalist_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_iseth_trans,1,Kohl's In-Store Enthusiast,New Customer,Loyalist,Non Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v405,Kohl's In-Store Enthusiast_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_kids_trans,1,Kohl's Kids,New Customer,Loyalist,Non Kohl's Charge,Kohl's Kids,m_4,v406,Kohl's Kids_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_mens_trans,1,Kohl's Mens,New Customer,Loyalist,Non Kohl's Charge,Kohl's Mens,m_4,v407,Kohl's Mens_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_oleth_trans,1,Kohl's Online Enthusiast,New Customer,Loyalist,Non Kohl's Charge,Kohl's Online Enthusiast,m_4,v408,Kohl's Online Enthusiast_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_missex_trans,1,Misses Exclusive,New Customer,Loyalist,Non Kohl's Charge,Misses Exclusive,m_4,v409,Misses Exclusive_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_ocbb_trans,1,Occasional Big Basket,New Customer,Loyalist,Non Kohl's Charge,Occasional Big Basket,m_4,v410,Occasional Big Basket_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_odis_trans,1,One and Done In-Store,New Customer,Loyalist,Non Kohl's Charge,One and Done In-Store,m_4,v411,One and Done In-Store_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_nkc_odol_trans,1,One and Done Online,New Customer,Loyalist,Non Kohl's Charge,One and Done Online,m_4,v412,One and Done Online_New Customer_Loyalist_Non Kohl's Charge_trans
new_loy_kc_other_trans,1,Sales - Other,New Customer,Loyalist,Kohl's Charge,Sales - Other,m_4,v413,Sales - Other_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_dcp_trans,1,Discount Cherry Picker,New Customer,Loyalist,Kohl's Charge,Discount Cherry Picker,m_4,v414,Discount Cherry Picker_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_fsloy_trans,1,Kohl's Full Store Loyalist,New Customer,Loyalist,Kohl's Charge,Kohl's Full Store Loyalist,m_4,v415,Kohl's Full Store Loyalist_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_iseth_trans,1,Kohl's In-Store Enthusiast,New Customer,Loyalist,Kohl's Charge,Kohl's In-Store Enthusiast,m_4,v416,Kohl's In-Store Enthusiast_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_kids_trans,1,Kohl's Kids,New Customer,Loyalist,Kohl's Charge,Kohl's Kids,m_4,v417,Kohl's Kids_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_mens_trans,1,Kohl's Mens,New Customer,Loyalist,Kohl's Charge,Kohl's Mens,m_4,v418,Kohl's Mens_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_oleth_trans,1,Kohl's Online Enthusiast,New Customer,Loyalist,Kohl's Charge,Kohl's Online Enthusiast,m_4,v419,Kohl's Online Enthusiast_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_missex_trans,1,Misses Exclusive,New Customer,Loyalist,Kohl's Charge,Misses Exclusive,m_4,v420,Misses Exclusive_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_ocbb_trans,1,Occasional Big Basket,New Customer,Loyalist,Kohl's Charge,Occasional Big Basket,m_4,v421,Occasional Big Basket_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_odis_trans,1,One and Done In-Store,New Customer,Loyalist,Kohl's Charge,One and Done In-Store,m_4,v422,One and Done In-Store_New Customer_Loyalist_Kohl's Charge_trans
new_loy_kc_odol_trans,1,One and Done Online,New Customer,Loyalist,Kohl's Charge,One and Done Online,m_4,v423,One and Done Online_New Customer_Loyalist_Kohl's Charge_trans
